Data,Miniera,Tonnellate_giornaliere,Latitudine,Longitudine,Consumo_Energia_kWh,Emissioni_CO2_kg,%_Rame,Costo_Lavoro,Costo_Macchinari,Costo_Energia,Incidenti,Ore_Senza_Incidenti,Temperatura_C,Giorni_senza_incidenti_consecutivi
06/07/2024,Miniera 1,72.49,67.9061,20.9575,4184051.03,125521.53,9.36,109289.62,29305.5,502086.12,0,312,22.313162222756716,13
07/07/2024,Miniera 1,11.18,67.9061,20.9575,2250246.53,67507.4,6.06,109289.62,28761.6,270029.58,0,336,17.90960974909812,14
08/07/2024,Miniera 1,200.94,67.9061,20.9575,6226115.61,186783.47,8.61,109289.62,29942.7,747133.87,0,360,21.486413869324814,15
09/07/2024,Miniera 1,112.59,67.9061,20.9575,5724095.36,171722.86,8.33,109289.62,29576.01,686891.44,0,384,20.46478463065429,16
10/07/2024,Miniera 1,116.19,67.9061,20.9575,5743405.21,172302.16,7.1,109289.62,28514.45,689208.63,0,408,17.958541388174364,17
11/07/2024,Miniera 1,125.13,67.9061,20.9575,5527701.63,165831.05,9.54,109289.62,24658.52,663324.2,0,432,24.192019877916987,18
12/07/2024,Miniera 1,61.26,67.9061,20.9575,3912048.04,117361.44,7.7,109289.62,23220.04,469445.76,0,456,17.998013109380295,19
13/07/2024,Miniera 1,132.6,67.9061,20.9575,6442949.17,193288.48,9.59,109289.62,29839.79,773153.9,0,480,20.057765143300035,20
14/07/2024,Miniera 1,54.81,67.9061,20.9575,4258334.32,127750.03,7.05,109289.62,15773.11,511000.12,0,504,16.245093393970077,21
15/07/2024,Miniera 1,5.35,67.9061,20.9575,2686619.34,80598.58,8.62,109289.62,16757.54,322394.32,0,528,16.993133563746348,22
16/07/2024,Miniera 1,46.88,67.9061,20.9575,3739480.64,112184.42,8.65,109289.62,25873.72,448737.68,0,552,15.561280705433576,23
17/07/2024,Miniera 1,225.74,67.9061,20.9575,8798398.97,263951.97,8.61,109289.62,21455.09,1055807.88,0,576,19.69158714095162,24
18/07/2024,Miniera 1,27.75,67.9061,20.9575,2955616.21,88668.49,7.04,109289.62,28521.27,354673.95,0,600,18.659958029111216,25
19/07/2024,Miniera 1,46.71,67.9061,20.9575,3173189.2,95195.68,8.02,109289.62,19708.22,380782.7,0,624,21.84667945695236,26
20/07/2024,Miniera 1,119.08,67.9061,20.9575,5882207.41,176466.22,8.18,109289.62,18154.83,705864.89,0,648,21.153238251565455,27
21/07/2024,Miniera 1,182.69,67.9061,20.9575,8270894.83,248126.84,7.46,109289.62,25489.56,992507.38,0,672,24.2158721312745,28
22/07/2024,Miniera 1,60.9,67.9061,20.9575,4117461.67,123523.85,6.23,109289.62,25347.28,494095.4,0,696,17.22846748354386,29
23/07/2024,Miniera 1,25.97,67.9061,20.9575,3654136.55,109624.1,9.56,109289.62,24102.76,438496.39,1,0,19.224689210617132,0
24/07/2024,Miniera 1,88.53,67.9061,20.9575,4705946.88,141178.41,6.87,109289.62,18466.8,564713.63,0,24,19.09708095174507,1
25/07/2024,Miniera 1,206.73,67.9061,20.9575,8596547.06,257896.41,8.15,109289.62,19488.13,1031585.65,0,48,15.28237529268321,2
26/07/2024,Miniera 1,7.55,67.9061,20.9575,2910431.43,87312.94,8.58,109289.62,18389.95,349251.77,0,72,16.345886042655202,3
27/07/2024,Miniera 1,195.14,67.9061,20.9575,8596226.54,257886.8,7.79,109289.62,21378.46,1031547.18,0,96,19.922828837528062,4
28/07/2024,Miniera 1,115.86,67.9061,20.9575,5106963.33,153208.9,5.15,109289.62,19797.33,612835.6,0,120,19.28644057739513,5
29/07/2024,Miniera 1,40.0,67.9061,20.9575,2947514.32,88425.43,7.13,109289.62,24929.89,353701.72,0,144,21.026516702678126,6
30/07/2024,Miniera 1,108.87,67.9061,20.9575,5776080.83,173282.42,8.13,109289.62,29765.82,693129.7,0,168,20.04542388769573,7
31/07/2024,Miniera 1,211.68,67.9061,20.9575,7273411.04,218202.33,9.04,109289.62,29794.33,872809.32,0,192,21.70112544622517,8
01/08/2024,Miniera 1,198.89,67.9061,20.9575,7161883.22,214856.5,6.33,109289.62,18112.02,859425.99,0,216,20.550014319080166,9
02/08/2024,Miniera 1,16.51,67.9061,20.9575,2959429.27,88782.88,8.09,109289.62,27862.67,355131.51,0,240,23.075280842631752,10
03/08/2024,Miniera 1,184.49,67.9061,20.9575,7977660.64,239329.82,8.78,109289.62,24555.89,957319.28,0,264,24.06540202962246,11
04/08/2024,Miniera 1,207.87,67.9061,20.9575,7052446.16,211573.38,9.38,109289.62,23976.11,846293.54,0,288,20.567436178982703,12
05/08/2024,Miniera 1,24.98,67.9061,20.9575,2886084.55,86582.54,9.16,109289.62,24598.1,346330.15,0,312,24.4549965331016,13
06/08/2024,Miniera 1,46.25,67.9061,20.9575,3932028.7,117960.86,9.1,109289.62,18432.28,471843.44,0,336,22.309540859144903,14
07/08/2024,Miniera 1,173.38,67.9061,20.9575,5542228.8,166266.86,5.7,109289.62,28303.12,665067.46,0,360,17.69717505582699,15
08/08/2024,Miniera 1,55.3,67.9061,20.9575,3193804.04,95814.12,8.54,109289.62,21323.53,383256.48,0,384,19.64466555008229,16
09/08/2024,Miniera 1,163.25,67.9061,20.9575,7023124.29,210693.73,7.19,109289.62,15110.32,842774.91,0,408,17.963577353257367,17
10/08/2024,Miniera 1,207.14,67.9061,20.9575,7150062.62,214501.88,9.74,109289.62,22877.6,858007.51,0,432,19.179928996236672,18
11/08/2024,Miniera 1,90.13,67.9061,20.9575,4103613.95,123108.42,7.34,109289.62,20619.92,492433.67,0,456,23.14809656607524,19
12/08/2024,Miniera 1,83.48,67.9061,20.9575,3843893.49,115316.8,7.78,109289.62,25969.04,461267.22,0,480,20.462808086259756,20
13/08/2024,Miniera 1,84.33,67.9061,20.9575,3756144.5,112684.34,9.09,109289.62,25192.29,450737.34,0,504,21.28222636932566,21
14/08/2024,Miniera 1,86.8,67.9061,20.9575,5255102.58,157653.08,5.15,109289.62,26198.78,630612.31,0,528,15.288964732797494,22
15/08/2024,Miniera 1,2.85,67.9061,20.9575,2420971.19,72629.14,8.71,109289.62,22918.47,290516.54,0,552,16.252576526653744,23
16/08/2024,Miniera 1,88.04,67.9061,20.9575,4555077.18,136652.32,7.68,109289.62,21003.01,546609.26,0,576,24.2746817010593,24
17/08/2024,Miniera 1,180.64,67.9061,20.9575,5994277.52,179828.33,7.36,109289.62,16916.57,719313.3,0,600,16.954648259511355,25
18/08/2024,Miniera 1,79.71,67.9061,20.9575,4439387.56,133181.63,9.99,109289.62,16193.75,532726.51,0,624,23.472995036566246,26
19/08/2024,Miniera 1,165.44,67.9061,20.9575,6103005.48,183090.16,6.11,109289.62,15969.38,732360.66,0,648,18.299820999520833,27
20/08/2024,Miniera 1,98.07,67.9061,20.9575,4897535.45,146926.06,9.83,109289.62,15609.43,587704.25,1,0,21.51245041004274,0
21/08/2024,Miniera 1,173.67,67.9061,20.9575,6217096.31,186512.89,6.39,109289.62,25716.98,746051.56,0,24,20.299248980802297,1
22/08/2024,Miniera 1,161.67,67.9061,20.9575,6126265.43,183787.96,5.28,109289.62,23332.78,735151.85,0,48,16.581465307609086,2
23/08/2024,Miniera 1,43.9,67.9061,20.9575,3686689.81,110600.69,6.98,109289.62,16268.02,442402.78,0,72,22.520729052642423,3
24/08/2024,Miniera 1,196.56,67.9061,20.9575,8245075.56,247352.27,7.09,109289.62,28500.99,989409.07,0,96,17.51671818400976,4
25/08/2024,Miniera 1,130.95,67.9061,20.9575,6420572.45,192617.17,6.62,109289.62,26563.67,770468.69,0,120,16.58743049342652,5
26/08/2024,Miniera 1,205.06,67.9061,20.9575,8369111.4,251073.34,5.7,109289.62,16241.55,1004293.37,0,144,19.091205957639172,6
27/08/2024,Miniera 1,157.99,67.9061,20.9575,6555707.06,196671.21,6.9,109289.62,19382.11,786684.85,0,168,19.567586747365798,7
28/08/2024,Miniera 1,60.08,67.9061,20.9575,3675108.7,110253.26,9.92,109289.62,27237.34,441013.04,0,192,17.78527674121088,8
29/08/2024,Miniera 1,122.31,67.9061,20.9575,6334539.29,190036.18,7.36,109289.62,23942.49,760144.71,0,216,24.282342670247118,9
30/08/2024,Miniera 1,190.51,67.9061,20.9575,6969976.96,209099.31,8.61,109289.62,20072.61,836397.24,0,240,21.3212825774001,10
31/08/2024,Miniera 1,155.15,67.9061,20.9575,5136123.39,154083.7,8.85,109289.62,17817.12,616334.81,0,264,22.686662861774664,11
01/09/2024,Miniera 1,146.69,67.9061,20.9575,10193685.2,305810.56,5.65,109289.62,28747.96,1223242.22,0,288,14.924992315925845,12
02/09/2024,Miniera 1,209.66,67.9061,20.9575,7981757.33,239452.72,5.82,109289.62,28935.61,957810.88,0,312,5.757917289565226,13
03/09/2024,Miniera 1,171.56,67.9061,20.9575,9159537.94,274786.14,8.77,109289.62,26619.39,1099144.55,0,336,-3.6576547488824103,14
04/09/2024,Miniera 1,51.21,67.9061,20.9575,4761726.83,142851.8,6.71,109289.62,28047.07,571407.22,0,360,-1.7682977099714616,15
05/09/2024,Miniera 1,26.78,67.9061,20.9575,4232121.67,126963.65,8.51,109289.62,17771.52,507854.6,0,384,-1.8422581978547452,16
06/09/2024,Miniera 1,155.13,67.9061,20.9575,9401889.85,282056.7,9.25,109289.62,17444.89,1128226.78,0,408,9.487701371605663,17
07/09/2024,Miniera 1,146.59,67.9061,20.9575,9205728.95,276171.87,7.59,109289.62,19833.04,1104687.47,1,0,-8.70161082419796,0
08/09/2024,Miniera 1,163.86,67.9061,20.9575,7170579.67,215117.39,6.48,109289.62,19017.63,860469.56,0,24,7.615613798235223,1
09/09/2024,Miniera 1,28.41,67.9061,20.9575,5899841.58,176995.25,9.6,109289.62,16027.12,707980.99,0,48,10.775645641199326,2
10/09/2024,Miniera 1,49.65,67.9061,20.9575,7026276.71,210788.3,8.78,109289.62,27340.96,843153.21,0,72,11.52231737596792,3
11/09/2024,Miniera 1,37.73,67.9061,20.9575,4405216.71,132156.5,7.6,109289.62,22588.01,528626.01,0,96,-0.5837672529775073,4
12/09/2024,Miniera 1,214.26,67.9061,20.9575,5905726.84,177171.81,8.57,109289.62,26682.48,708687.22,0,120,1.8894334574256106,5
13/09/2024,Miniera 1,109.52,67.9061,20.9575,6419249.98,192577.5,5.81,109289.62,29148.59,770310.0,0,144,-7.089195947173637,6
14/09/2024,Miniera 1,59.37,67.9061,20.9575,5616901.29,168507.04,5.81,109289.62,26144.97,674028.15,0,168,-9.385519413154762,7
15/09/2024,Miniera 1,9.19,67.9061,20.9575,2281319.05,68439.57,9.51,109289.62,27888.18,273758.29,0,192,2.6514414280048335,8
16/09/2024,Miniera 1,30.44,67.9061,20.9575,5014710.61,150441.32,8.78,109289.62,18566.73,601765.27,0,216,-2.7610488226629863,9
17/09/2024,Miniera 1,176.88,67.9061,20.9575,6577579.66,197327.39,5.74,109289.62,29376.62,789309.56,0,240,-0.7981319286466473,10
18/09/2024,Miniera 1,134.97,67.9061,20.9575,11079855.01,332395.65,7.23,109289.62,15715.64,1329582.6,0,264,11.09186280645357,11
19/09/2024,Miniera 1,34.25,67.9061,20.9575,4788674.1,143660.22,9.6,109289.62,25970.36,574640.89,0,288,8.001908378971418,12
20/09/2024,Miniera 1,90.52,67.9061,20.9575,9626047.94,288781.44,6.57,109289.62,16790.27,1155125.75,0,312,-9.01197576955526,13
21/09/2024,Miniera 1,225.03,67.9061,20.9575,5596781.38,167903.44,9.81,109289.62,25206.31,671613.77,0,336,0.7844901551379522,14
22/09/2024,Miniera 1,109.28,67.9061,20.9575,5420545.44,162616.36,9.13,109289.62,28862.63,650465.45,0,360,-1.2622753574873098,15
23/09/2024,Miniera 1,114.37,67.9061,20.9575,6827630.14,204828.9,5.29,109289.62,29648.99,819315.62,0,384,8.618786213501853,16
24/09/2024,Miniera 1,158.07,67.9061,20.9575,9728180.91,291845.43,9.73,109289.62,18755.09,1167381.71,0,408,-5.047902462469472,17
25/09/2024,Miniera 1,30.3,67.9061,20.9575,4244551.1,127336.53,6.73,109289.62,25669.72,509346.13,0,432,8.235820218982031,18
26/09/2024,Miniera 1,203.89,67.9061,20.9575,14508897.78,435266.93,8.67,109289.62,22792.85,1741067.73,0,456,13.771782141104953,19
27/09/2024,Miniera 1,155.76,67.9061,20.9575,7326680.5,219800.41,8.91,109289.62,24585.94,879201.66,0,480,6.137330973539452,20
28/09/2024,Miniera 1,153.04,67.9061,20.9575,7764189.48,232925.68,8.9,109289.62,22340.61,931702.74,1,0,9.138433529752348,0
29/09/2024,Miniera 1,93.68,67.9061,20.9575,9389014.4,281670.43,7.1,109289.62,20926.33,1126681.73,0,24,12.599604216749398,1
30/09/2024,Miniera 1,19.69,67.9061,20.9575,4025785.79,120773.57,6.03,109289.62,24322.99,483094.29,0,48,11.283545343334826,2
01/10/2024,Miniera 1,196.92,67.9061,20.9575,10259076.63,307772.3,9.38,109289.62,26811.84,1231089.2,1,0,9.918610665008451,0
02/10/2024,Miniera 1,97.42,67.9061,20.9575,5571222.49,167136.67,8.93,109289.62,23667.58,668546.7,0,24,7.323724163191994,1
03/10/2024,Miniera 1,155.35,67.9061,20.9575,6431439.45,192943.18,9.64,109289.62,21823.7,771772.73,0,48,-3.0778613162662802,2
04/10/2024,Miniera 1,188.98,67.9061,20.9575,12970775.14,389123.25,8.05,109289.62,21373.98,1556493.02,0,72,-7.039825953020989,3
05/10/2024,Miniera 1,165.86,67.9061,20.9575,7287869.73,218636.09,7.86,109289.62,28476.78,874544.37,0,96,5.349178871137035,4
06/10/2024,Miniera 1,7.62,67.9061,20.9575,4270716.99,128121.51,6.79,109289.62,17959.55,512486.04,0,120,10.788472891747574,5
07/10/2024,Miniera 1,209.09,67.9061,20.9575,5411137.71,162334.13,5.35,109289.62,20338.86,649336.53,0,144,2.5352233845828245,6
08/10/2024,Miniera 1,162.1,67.9061,20.9575,12950749.48,388522.48,7.28,109289.62,27781.61,1554089.94,0,168,13.61889154225577,7
09/10/2024,Miniera 1,88.84,67.9061,20.9575,8739024.4,262170.73,9.34,109289.62,22276.88,1048682.93,0,192,-6.6036793842440344,8
10/10/2024,Miniera 1,7.16,67.9061,20.9575,3823658.91,114709.77,9.04,109289.62,26396.3,458839.07,0,216,8.856874776604197,9
11/10/2024,Miniera 1,6.32,67.9061,20.9575,2360857.35,70825.72,5.68,109289.62,29455.56,283302.88,0,240,3.93088345102281,10
12/10/2024,Miniera 1,134.82,67.9061,20.9575,2827922.47,84837.67,8.71,109289.62,23711.91,339350.7,0,264,0.3908576676317441,11
13/10/2024,Miniera 1,80.81,67.9061,20.9575,7348761.03,220462.83,6.81,109289.62,24866.6,881851.32,0,288,8.957986853119369,12
14/10/2024,Miniera 1,97.69,67.9061,20.9575,4699110.44,140973.31,7.27,109289.62,19064.75,563893.25,0,312,5.682656065274111,13
15/10/2024,Miniera 1,65.49,67.9061,20.9575,3491345.87,104740.38,5.98,109289.62,23794.37,418961.5,1,0,2.3701740801188453,0
16/10/2024,Miniera 1,26.04,67.9061,20.9575,5074101.2,152223.04,6.42,109289.62,26529.94,608892.14,0,24,-8.525653347482855,1
17/10/2024,Miniera 1,157.76,67.9061,20.9575,8026872.53,240806.18,6.35,109289.62,24167.15,963224.7,0,48,7.2899586600251745,2
18/10/2024,Miniera 1,207.67,67.9061,20.9575,13754640.25,412639.21,5.9,109289.62,23223.23,1650556.83,0,72,-9.043772766475321,3
19/10/2024,Miniera 1,89.37,67.9061,20.9575,8754216.43,262626.49,7.75,109289.62,19398.75,1050505.97,0,96,14.390033230075051,4
20/10/2024,Miniera 1,126.87,67.9061,20.9575,8378881.92,251366.46,5.36,109289.62,21041.57,1005465.83,0,120,-5.704910427757733,5
21/10/2024,Miniera 1,222.88,67.9061,20.9575,8338041.27,250141.24,9.95,109289.62,16147.87,1000564.95,0,144,4.71015324080188,6
22/10/2024,Miniera 1,214.95,67.9061,20.9575,11118537.4,333556.12,9.54,109289.62,18757.89,1334224.49,0,168,12.300610062710362,7
23/10/2024,Miniera 1,209.45,67.9061,20.9575,13780930.07,413427.9,9.85,109289.62,27919.64,1653711.61,0,192,13.511214488708482,8
24/10/2024,Miniera 1,180.74,67.9061,20.9575,3612954.82,108388.64,9.13,109289.62,29528.97,433554.58,0,216,1.3553447860386427,9
25/10/2024,Miniera 1,161.31,67.9061,20.9575,9471460.97,284143.83,9.67,109289.62,26663.82,1136575.32,0,240,9.554347327760382,10
26/10/2024,Miniera 1,108.94,67.9061,20.9575,9768128.83,293043.86,6.06,109289.62,25922.46,1172175.46,0,264,14.899621892493847,11
27/10/2024,Miniera 1,3.23,67.9061,20.9575,3178333.68,95350.01,7.75,109289.62,25543.48,381400.04,0,288,-6.330205350499187,12
28/10/2024,Miniera 1,208.82,67.9061,20.9575,9847854.38,295435.63,7.82,109289.62,28588.49,1181742.53,0,312,-2.8080644817938785,13
29/10/2024,Miniera 1,194.95,67.9061,20.9575,16388835.55,491665.07,6.64,109289.62,29381.35,1966660.27,0,336,14.828093084541607,14
30/10/2024,Miniera 1,48.92,67.9061,20.9575,6110283.95,183308.52,9.99,109289.62,17736.69,733234.07,0,360,-0.6725981542520536,15
31/10/2024,Miniera 1,222.11,67.9061,20.9575,6137317.57,184119.53,6.78,109289.62,29358.56,736478.11,0,384,1.3759758746182271,16
01/11/2024,Miniera 1,47.97,67.9061,20.9575,3706586.97,111197.61,8.52,109289.62,23606.7,444790.44,0,408,6.46922737318841,17
02/11/2024,Miniera 1,27.19,67.9061,20.9575,5119102.43,153573.07,9.75,109289.62,21752.91,614292.29,0,432,-7.619769311617116,18
03/11/2024,Miniera 1,66.23,67.9061,20.9575,3470343.65,104110.31,8.41,109289.62,19082.82,416441.24,0,456,2.9175444420295946,19
04/11/2024,Miniera 1,70.76,67.9061,20.9575,4576514.48,137295.43,9.66,109289.62,23210.83,549181.74,0,480,5.521242713079086,20
05/11/2024,Miniera 1,90.73,67.9061,20.9575,2928183.56,87845.51,9.13,109289.62,28681.68,351382.03,0,504,0.4719359925515363,21
06/11/2024,Miniera 1,200.32,67.9061,20.9575,8437630.95,253128.93,9.74,109289.62,15031.68,1012515.71,0,528,-6.882724655851918,22
07/11/2024,Miniera 1,209.99,67.9061,20.9575,14612770.88,438383.13,8.09,109289.62,20750.69,1753532.51,0,552,13.735578349175942,23
08/11/2024,Miniera 1,215.12,67.9061,20.9575,10162200.51,304866.02,5.17,109289.62,23393.81,1219464.06,0,576,7.895306234126846,24
09/11/2024,Miniera 1,166.29,67.9061,20.9575,6041534.26,181246.03,9.37,109289.62,29161.52,724984.11,0,600,-0.12429283569748684,25
10/11/2024,Miniera 1,52.44,67.9061,20.9575,6236037.61,187081.13,7.81,109289.62,19552.59,748324.51,0,624,8.82769514451951,26
11/11/2024,Miniera 1,184.29,67.9061,20.9575,12407802.22,372234.07,7.7,109289.62,26799.85,1488936.27,0,648,13.537292128284058,27
12/11/2024,Miniera 1,47.75,67.9061,20.9575,5175890.03,155276.7,9.49,109289.62,20822.07,621106.8,0,672,-6.321940395067216,28
13/11/2024,Miniera 1,175.33,67.9061,20.9575,8940985.03,268229.55,5.87,109289.62,15827.43,1072918.2,0,696,10.524362527482062,29
14/11/2024,Miniera 1,103.86,67.9061,20.9575,7422027.91,222660.84,9.23,109289.62,17391.42,890643.35,0,720,8.354300459809636,30
15/11/2024,Miniera 1,70.29,67.9061,20.9575,3181876.21,95456.29,8.25,109289.62,20329.56,381825.15,0,744,2.560666320658335,31
16/11/2024,Miniera 1,136.98,67.9061,20.9575,8525424.01,255762.72,9.02,109289.62,24716.45,1023050.88,0,768,-2.8658426499435583,32
17/11/2024,Miniera 1,51.54,67.9061,20.9575,5089883.47,152696.5,8.26,109289.62,18533.41,610786.02,0,792,7.341826132988601,33
18/11/2024,Miniera 1,114.32,67.9061,20.9575,5533424.52,166002.74,8.6,109289.62,29842.43,664010.94,0,816,-3.824415719076762,34
19/11/2024,Miniera 1,23.46,67.9061,20.9575,3883615.21,116508.46,7.2,109289.62,28725.8,466033.83,0,840,-9.126379772318934,35
20/11/2024,Miniera 1,189.49,67.9061,20.9575,7605243.0,228157.29,5.5,109289.62,27771.3,912629.16,0,864,-2.6853087879184026,36
21/11/2024,Miniera 1,122.67,67.9061,20.9575,6443028.24,193290.85,8.37,109289.62,20054.6,773163.39,0,888,4.749007926003745,37
22/11/2024,Miniera 1,160.3,67.9061,20.9575,13694269.64,410828.09,9.27,109289.62,17573.52,1643312.36,0,912,-9.3321558429584,38
23/11/2024,Miniera 1,33.67,67.9061,20.9575,4291273.11,128738.19,9.19,109289.62,28192.71,514952.77,0,936,-2.398733520792903,39
24/11/2024,Miniera 1,105.21,67.9061,20.9575,7642818.73,229284.56,8.26,109289.62,19474.97,917138.25,0,960,9.63027060213259,40
25/11/2024,Miniera 1,110.05,67.9061,20.9575,3952499.05,118574.97,9.45,109289.62,29996.6,474299.89,0,984,2.673217215666085,41
26/11/2024,Miniera 1,69.19,67.9061,20.9575,4072903.54,122187.11,9.78,109289.62,24363.05,488748.42,0,1008,-2.7326394241718974,42
27/11/2024,Miniera 1,219.16,67.9061,20.9575,11593627.53,347808.83,9.36,109289.62,24212.41,1391235.3,0,1032,8.916155602987725,43
28/11/2024,Miniera 1,214.91,67.9061,20.9575,12520043.8,375601.31,8.23,109289.62,24269.38,1502405.26,0,1056,8.946742150437906,44
29/11/2024,Miniera 1,44.36,67.9061,20.9575,4586514.02,137595.42,5.48,109289.62,25525.61,550381.68,1,0,6.616701384549138,0
30/11/2024,Miniera 1,100.63,67.9061,20.9575,9887909.39,296637.28,6.36,109289.62,15724.77,1186549.13,0,24,13.590476526450711,1
01/12/2024,Miniera 1,143.97,67.9061,20.9575,12478840.19,374365.21,5.47,109289.62,15691.37,1497460.82,0,48,-11.703428548500414,2
02/12/2024,Miniera 1,196.87,67.9061,20.9575,10363151.59,310894.55,8.37,109289.62,24286.31,1243578.19,0,72,-5.657553944711594,3
03/12/2024,Miniera 1,126.99,67.9061,20.9575,16296762.98,488902.89,7.87,109289.62,18902.61,1955611.56,0,96,-24.102012653616676,4
04/12/2024,Miniera 1,213.18,67.9061,20.9575,11288861.16,338665.83,6.14,109289.62,23791.86,1354663.34,0,120,-8.947293676936159,5
05/12/2024,Miniera 1,170.04,67.9061,20.9575,13391908.36,401757.25,9.75,109289.62,27674.04,1607029.0,0,144,-16.509204834322823,6
06/12/2024,Miniera 1,12.66,67.9061,20.9575,6399017.64,191970.53,8.87,109289.62,28941.34,767882.12,0,168,-17.369976023630915,7
07/12/2024,Miniera 1,187.88,67.9061,20.9575,13083619.21,392508.58,5.06,109289.62,21272.89,1570034.31,0,192,-19.176096933668255,8
08/12/2024,Miniera 1,141.3,67.9061,20.9575,11435610.91,343068.33,9.0,109289.62,18790.57,1372273.31,0,216,-9.336470980053457,9
09/12/2024,Miniera 1,131.49,67.9061,20.9575,11129232.74,333876.98,9.94,109289.62,19580.97,1335507.93,0,240,-17.968982499908304,10
10/12/2024,Miniera 1,213.64,67.9061,20.9575,21897174.42,656915.23,8.34,109289.62,29567.16,2627660.93,0,264,-24.81988712218618,11
11/12/2024,Miniera 1,182.87,67.9061,20.9575,12052632.51,361578.98,9.91,109289.62,18322.52,1446315.9,0,288,-20.151031928653612,12
12/12/2024,Miniera 1,119.41,67.9061,20.9575,6068050.33,182041.51,8.47,109289.62,26089.9,728166.04,0,312,-7.201086384457842,13
13/12/2024,Miniera 1,5.6,67.9061,20.9575,4214283.88,126428.52,7.62,109289.62,23212.97,505714.07,0,336,-3.171355018455241,14
14/12/2024,Miniera 1,151.51,67.9061,20.9575,12182145.68,365464.37,8.87,109289.62,28052.97,1461857.48,0,360,-23.845446470262054,15
15/12/2024,Miniera 1,135.54,67.9061,20.9575,11255009.04,337650.27,7.82,109289.62,28507.36,1350601.08,0,384,-6.558696563004336,16
16/12/2024,Miniera 1,46.3,67.9061,20.9575,5118093.53,153542.81,7.32,109289.62,17841.8,614171.22,0,408,-5.337164640886865,17
17/12/2024,Miniera 1,161.18,67.9061,20.9575,8869247.96,266077.44,9.79,109289.62,25791.89,1064309.76,0,432,-9.390283790356923,18
18/12/2024,Miniera 1,66.61,67.9061,20.9575,5578611.08,167358.33,8.93,109289.62,15750.61,669433.33,0,456,-7.899417839409999,19
19/12/2024,Miniera 1,181.04,67.9061,20.9575,13698037.23,410941.12,9.41,109289.62,22769.23,1643764.47,0,480,-14.38097699437931,20
20/12/2024,Miniera 1,132.53,67.9061,20.9575,13406266.04,402187.98,9.36,109289.62,28248.25,1608751.92,0,504,-13.289721844312039,21
21/12/2024,Miniera 1,51.53,67.9061,20.9575,3619874.91,108596.25,9.83,109289.62,27127.23,434384.99,0,528,-3.918041013110514,22
22/12/2024,Miniera 1,15.91,67.9061,20.9575,5160550.44,154816.51,8.87,109289.62,27787.9,619266.05,0,552,-22.189411219020577,23
23/12/2024,Miniera 1,194.3,67.9061,20.9575,16995306.94,509859.21,6.77,109289.62,24889.89,2039436.83,0,576,-22.2119180851479,24
24/12/2024,Miniera 1,224.85,67.9061,20.9575,10002460.96,300073.83,5.22,109289.62,24923.39,1200295.32,0,600,-1.6474532105014852,25
25/12/2024,Miniera 1,8.95,67.9061,20.9575,5545308.1,166359.24,9.5,109289.62,15402.06,665436.97,0,624,-11.932267448886988,26
26/12/2024,Miniera 1,194.33,67.9061,20.9575,10223592.02,306707.76,7.26,109289.62,27334.24,1226831.04,0,648,-16.542675244903265,27
27/12/2024,Miniera 1,5.95,67.9061,20.9575,4538164.61,136144.94,7.01,109289.62,24084.19,544579.75,0,672,-7.984518443089893,28
28/12/2024,Miniera 1,97.9,67.9061,20.9575,5266308.98,157989.27,5.21,109289.62,23599.3,631957.08,0,696,-4.619424821632602,29
29/12/2024,Miniera 1,98.16,67.9061,20.9575,5379361.16,161380.83,8.94,109289.62,15295.42,645523.34,0,720,-6.180725973683838,30
30/12/2024,Miniera 1,47.26,67.9061,20.9575,4929493.38,147884.8,9.71,109289.62,27826.21,591539.21,0,744,-2.702733399205613,31
31/12/2024,Miniera 1,24.49,67.9061,20.9575,4156494.1,124694.82,5.0,109289.62,15295.13,498779.29,1,0,-3.08913442278466,0
01/01/2024,Miniera 2,12.28,60.2761,16.1706,3806594.94,114197.85,5.41,61475.41,19788.99,456791.39,0,24,-10.664632981342073,1
02/01/2024,Miniera 2,12.62,60.2761,16.1706,5841950.31,175258.51,3.65,61475.41,24250.56,701034.04,0,48,-17.53178985331686,2
03/01/2024,Miniera 2,5.03,60.2761,16.1706,5198537.09,155956.11,3.49,61475.41,21384.8,623824.45,0,72,-24.905512118000843,3
04/01/2024,Miniera 2,7.15,60.2761,16.1706,5454199.93,163626.0,5.68,61475.41,24160.74,654503.99,0,96,-16.143138950646453,4
05/01/2024,Miniera 2,6.59,60.2761,16.1706,5235205.76,157056.17,3.1,61475.41,18842.08,628224.69,0,120,-6.770214010337703,5
06/01/2024,Miniera 2,10.58,60.2761,16.1706,4908525.1,147255.75,4.07,61475.41,23157.41,589023.01,0,144,-17.627115770918696,6
07/01/2024,Miniera 2,3.46,60.2761,16.1706,5125373.42,153761.2,3.74,61475.41,15173.34,615044.81,0,168,-24.19397128101297,7
08/01/2024,Miniera 2,13.87,60.2761,16.1706,5234688.04,157040.64,3.27,61475.41,20068.78,628162.56,0,192,-7.14568829742074,8
09/01/2024,Miniera 2,6.58,60.2761,16.1706,2757144.3,82714.33,5.86,61475.41,27933.98,330857.32,0,216,-3.7774576719231554,9
10/01/2024,Miniera 2,9.38,60.2761,16.1706,7107724.71,213231.74,5.52,61475.41,28402.51,852926.97,0,240,-15.773172707684013,10
11/01/2024,Miniera 2,13.59,60.2761,16.1706,6282288.86,188468.67,4.85,61475.41,27314.61,753874.66,0,264,-17.512327932415225,11
